Molarity,NaCl,Sucrose,Arginine,pH,Buffer,Concentration (mg/mL),Formulation ID,Base Value,Predicted Value
0.1432786311250514,0.052156877456879754,-0.03679081656414263,0.007285562150020935,-0.008305586199882399,0.05916776921023674,-1.4216281372580057,1,3.830826590092897,2.625990890013055
0.16392649852751326,0.06037413469008969,-0.04043971014381214,0.053331023129527796,-0.009783267339904114,0.0717449973713942,-0.20658340135520156,1,3.830826590092897,3.923396864972504
0.193355427043292,0.06444058624486225,-0.04863129448749134,0.1671433973066757,-0.015964613392165455,0.0783473487560802,1.628211538613211,1,3.830826590092897,5.8977289801773605
-0.006474877364933153,0.07890168044149758,0.06377819264404735,0.34809795685472805,0.003532696222724103,-0.22184476807299539,-1.4382655480484932,2,3.830826590092897,2.6585519227694725
0.0057605746352231025,0.09092809462726537,0.08110425532000473,0.42480551715991144,0.008113423809556987,-0.2553913159265964,-0.18845400234513912,2,3.830826590092897,3.997693137373123
0.03134974674536555,0.09727513736579223,0.10522063018976592,0.5049251861662925,0.01871315366674672,-0.2521050555593068,1.6267195503936318,2,3.830826590092897,5.962924939061185
0.0020661625251897175,-0.06299001011249548,-0.08766536353395178,0.2541392036458297,0.006413282803320031,-0.19449215808840664,-1.3946759595894624,3,3.830826590092897,2.35362174774292
0.009949945683132984,-0.06866125984819692,-0.1243713655519948,0.28669988443872335,-0.016520481025951307,-0.2258350851622024,-0.2093831954605842,3,3.830826590092897,3.4827050331658236
0.0482315067663954,-0.06725175494166699,-0.13887372831967287,0.33990513791470267,-0.020055865843602586,-0.22588892933077337,1.6040591550500378,3,3.830826590092897,5.370952111388317
-0.10588151293974145,-0.10669340430339333,0.03961570267453933,-0.05230474746067115,0.08325204720146527,0.018872736892925047,-1.2697211751134476,4,3.830826590092897,2.4379662370445727
-0.12772267310252536,-0.13017282669372712,0.04298676248024806,-0.12380004518435497,0.12084389836172497,0.02491520501310771,-0.19442847605046112,4,3.830826590092897,3.4434484349169088
