Molarity,NaCl,Sucrose,Arginine,pH,Buffer,Concentration (mg/mL),Formulation ID,Base Value,Predicted Value
0.5769387033720554,0.11837400571197051,-0.1789783815403592,0.577828017180668,0.21428269777895342,0.31431812657955294,0.9491359502272885,1,64.60219707375565,67.17409619306578
0.6174045605324658,0.11865740289832077,-0.17634128777573813,0.5948981968592123,0.19631849464694637,0.3177445965182384,0.3553579968454839,1,64.60219707375565,66.62623703428058
0.6579139795771909,0.11382188988809981,-0.16204698247128022,0.5824379846837003,0.17805639802224507,0.3112025646983233,-0.509864810235895,1,64.60219707375565,65.77371809791804
0.6385942720911029,0.10342691165694588,-0.14087231081023815,0.5343295236170849,0.1758445250076917,0.2889168560981955,-0.7946291368368652,1,64.60219707375565,65.40780771457956
0.03614192102758469,0.13936271660657423,0.044201108570601166,0.5799744451285125,0.47936893054470125,-0.31444630431751946,0.8923066109731947,2,64.60219707375565,66.4591065022893
0.03724446307338241,0.13957750350376305,0.041483028186986515,0.6759619897637479,0.507075793854318,-0.3083529288699126,0.3386495651082792,2,64.60219707375565,66.03383648837621
0.045582066570009454,0.1345887240074874,0.03471393618230829,0.7516129570815493,0.5594673760054691,-0.2874672266291571,-0.48358618170427153,2,64.60219707375565,65.35710872526904
0.058537245764340926,0.1243829207825638,0.02830461546663117,0.7084928957483724,0.5894795853542328,-0.26045082261472663,-0.7473699943771918,2,64.60219707375565,65.10357351987987
-0.5295023194375559,-0.13912501598080576,0.05502884865745467,-2.3584486522564263,-2.407903210478965,-0.32810809186564405,1.0219346447254498,3,64.60219707375565,59.91607327711915
-0.5506465471993285,-0.14541512096923268,0.050435208086158305,-2.4402449084390745,-2.5012956446614583,-0.34034103233682445,0.35387788452507635,3,64.60219707375565,59.028566912760965
-0.548981180421319,-0.15049393375358197,0.040890688746116045,-2.5072936517351807,-2.597488442614621,-0.3518328706837077,-0.5920568755408369,3,64.60219707375565,57.89494080775252
-0.490590878788423,-0.14456990479338871,0.0340454289203667,-2.398982158340625,-2.5271058210617525,-0.3418108166565228,-0.7837556537097001,3,64.60219707375565,57.949427269325604
-0.4569027968746333,-0.3450417998255727,-0.06708151020943152,0.08790670842028406,0.32609795290978666,0.04497517904968897,1.0074814863587653,4,64.60219707375565,65.19963229358453
-0.47395097163436856,-0.35152702933032787,-0.06969809636139314,0.06955977231246999,0.4289229747490594,0.0409323805627905,0.37395003348466954,4,64.60219707375565,64.62038613753855
-0.48513080516636353,-0.34680673976008924,-0.07091341834223998,0.052956431233467875,0.501057710299364,0.035691054279684324,-0.5491890893284394,4,64.60219707375565,63.739862216971034
-0.46377442951812425,-0.32118917051174956,-0.0668762089370102,0.054037773249446405,0.4292887920901516,0.035500655140195854,-0.8322424305150002,4,64.60219707375565,63.43694205475356
0.2757517613443916,0.023120444985430654,-0.010524048731218268,0.3187638081336198,0.41070617087198147,0.12668309099068492,1.010030155424914,5,64.60219707375565,66.75672845677545
0.28042106696634167,0.020041548979037732,-0.013008810617543578,0.3143837838757836,0.49226706334061726,0.12634601157032915,0.3993395050351255,5,64.60219707375565,66.22198724290534
0.27843739692321123,0.014312922526938736,-0.01671782347766072,0.3022114086567777,0.5274921096293067,0.12344485631959327,-0.5280562721779564,5,64.60219707375565,65.30332167215586
0.26155692730741453,0.010472664373179237,-0.0178953400763504,0.2733931688769898,0.43648590649669944,0.1184331056717104,-0.8813133882820757,5,64.60219707375565,64.80333011812321
